Var1,Var3,Var11,Var12,Var13
126,"H","45,46805","67,82375","165,8803"
127,"H","45,46805","67,82375","165,8803"
128,"H","45,46805","67,82375","165,8803"
129,"H","45,46805","67,82375","165,8803"
130,"H","45,46805","67,82375","165,8803"
131,"H","45,46805","67,82375","165,8803"
132,"H","45,46805","67,82375","165,8803"
133,"H","45,46805","67,82375","165,8803"
134,"H","43,351","67,7514","165,7448"
135,"H","43,351","67,7514","165,7448"
136,"H","43,351","67,7514","165,7448"
137,"H","43,351","67,7514","165,7448"
138,"H","43,351","67,7514","165,7448"
139,"H","43,351","67,7514","165,7448"
140,"H","43,351","67,7514","165,7448"
141,"H","43,351","67,7514","165,7448"
142,"H","43,351","67,7514","165,7448"
143,"H","43,351","67,7514","165,7448"
144,"H","41,88519","68,2495","166,0363"
145,"H","41,88519","68,2495","166,0363"
146,"H","41,88519","68,2495","166,0363"
147,"H","40,66737","68,58549","166,2807"
148,"H","40,66737","68,58549","166,2807"
149,"H","40,66737","68,58549","166,2807"
150,"H","40,66737","68,58549","166,2807"
151,"H","40,66737","68,58549","166,2807"
152,"H","39,28535","68,63557","166,4409"
153,"H","39,28535","68,63557","166,4409"
154,"H","39,28535","68,63557","166,4409"
155,"H","39,28535","68,63557","166,4409"
156,"H","39,28535","68,63557","166,4409"
157,"H","36,30044","69,18373","167,4786"
158,"H","36,30044","69,18373","167,4786"
159,"H","36,30044","69,18373","167,4786"
160,"H","36,30044","69,18373","167,4786"
161,"H","36,30044","69,18373","167,4786"
162,"H","36,30044","69,18373","167,4786"
163,"H","32,00396","70,18533","169,3044"
164,"H","32,00396","70,18533","169,3044"
165,"H","32,00396","70,18533","169,3044"
166,"H","32,00396","70,18533","169,3044"
167,"H","32,00396","70,18533","169,3044"
168,"H","32,00396","70,18533","169,3044"
169,"H","27,18082","70,83773","170,8499"
170,"H","27,18082","70,83773","170,8499"
171,"H","27,18082","70,83773","170,8499"
172,"H","27,18082","70,83773","170,8499"
173,"H","27,18082","70,83773","170,8499"
174,"H","21,74714","70,87131","172,864"
175,"H","21,74714","70,87131","172,864"
176,"H","21,74714","70,87131","172,864"
177,"H","21,74714","70,87131","172,864"
178,"H","21,74714","70,87131","172,864"
179,"H","21,74714","70,87131","172,864"
180,"H","18,34033","70,70471","174,0253"
181,"H","18,34033","70,70471","174,0253"
182,"H","18,34033","70,70471","174,0253"
183,"H","18,34033","70,70471","174,0253"
184,"H","18,34033","70,70471","174,0253"
185,"H","18,34033","70,70471","174,0253"
186,"H","16,77721","70,61125","174,2061"
187,"H","16,77721","70,61125","174,2061"
188,"H","16,77721","70,61125","174,2061"
189,"H","16,77721","70,61125","174,2061"
190,"H","16,77721","70,61125","174,2061"
191,"H","16,52179","70,71552","174,1853"
192,"H","16,52179","70,71552","174,1853"
193,"H","16,52179","70,71552","174,1853"
194,"H","16,52179","70,71552","174,1853"
195,"H","16,52179","70,71552","174,1853"
196,"H","16,52179","70,71552","174,1853"
197,"H","17,04063","70,44237","173,7996"
198,"H","17,04063","70,44237","173,7996"
199,"H","17,04063","70,44237","173,7996"
200,"H","17,04063","70,44237","173,7996"
201,"H","17,04063","70,44237","173,7996"
202,"H","18,26609","69,51691","172,8375"
203,"H","18,26609","69,51691","172,8375"
204,"H","18,26609","69,51691","172,8375"
205,"H","18,26609","69,51691","172,8375"
206,"H","18,26609","69,51691","172,8375"
207,"H","18,26609","69,51691","172,8375"
208,"H","18,90872","69,0871","172,2187"
209,"H","18,90872","69,0871","172,2187"
210,"H","18,90872","69,0871","172,2187"
211,"H","18,90872","69,0871","172,2187"
212,"H","18,90872","69,0871","172,2187"
213,"H","19,20672","69,19381","172,0139"
214,"H","19,20672","69,19381","172,0139"
215,"H","19,20672","69,19381","172,0139"
216,"H","19,20672","69,19381","172,0139"
217,"H","19,20672","69,19381","172,0139"
218,"H","19,20672","69,19381","172,0139"
219,"H","18,86447","70,34648","172,2023"
220,"H","18,86447","70,34648","172,2023"
221,"H","18,86447","70,34648","172,2023"
222,"H","18,86447","70,34648","172,2023"
223,"H","18,86447","70,34648","172,2023"
224,"H","17,20675","75,46786","173,1623"
225,"H","17,20675","75,46786","173,1623"
226,"H","17,20675","75,46786","173,1623"
227,"H","17,20675","75,46786","173,1623"
228,"H","17,20675","75,46786","173,1623"
229,"H","17,20675","75,46786","173,1623"
230,"H","15,88735","81,4731","175,2794"
231,"H","15,88735","81,4731","175,2794"
232,"H","15,88735","81,4731","175,2794"
233,"H","15,88735","81,4731","175,2794"
234,"H","15,88735","81,4731","175,2794"
235,"H","14,78459","85,94452","177,102"
236,"H","14,78459","85,94452","177,102"
237,"H","14,78459","85,94452","177,102"
238,"H","14,78459","85,94452","177,102"
239,"H","14,78459","85,94452","177,102"
240,"H","14,78459","85,94452","177,102"
241,"H","13,63336","88,99384","178,4107"
242,"H","13,63336","88,99384","178,4107"
243,"H","13,63336","88,99384","178,4107"
244,"H","13,63336","88,99384","178,4107"
245,"H","13,63336","88,99384","178,4107"
246,"H","13,63336","88,99384","178,4107"
247,"H","12,34529","91,08315","179,4651"
248,"H","12,34529","91,08315","179,4651"
249,"H","12,34529","91,08315","179,4651"
250,"H","12,34529","91,08315","179,4651"
251,"H","12,34529","91,08315","179,4651"
252,"H","11,69887","93,73689","179,894"
253,"H","11,69887","93,73689","179,894"
254,"H","11,69887","93,73689","179,894"
255,"H","11,69887","93,73689","179,894"
256,"H","11,69887","93,73689","179,894"
257,"H","11,59159","95,58714","180,486"
258,"H","11,59159","95,58714","180,486"
259,"H","11,59159","95,58714","180,486"
260,"H","11,59159","95,58714","180,486"
261,"H","11,59159","95,58714","180,486"
262,"H","11,59159","95,58714","180,486"
263,"H","11,71891","96,87596","181,1143"
264,"H","11,71891","96,87596","181,1143"
265,"H","11,71891","96,87596","181,1143"
266,"H","11,71891","96,87596","181,1143"
267,"H","11,71891","96,87596","181,1143"
268,"H","11,71891","96,87596","181,1143"
269,"H","12,02632","98,05981","181,4221"
270,"H","12,02632","98,05981","181,4221"
271,"H","12,02632","98,05981","181,4221"
272,"H","12,02632","98,05981","181,4221"
273,"H","12,02632","98,05981","181,4221"
274,"H","12,25025","99,40136","181,6655"
275,"H","12,25025","99,40136","181,6655"
276,"H","12,25025","99,40136","181,6655"
277,"H","12,25025","99,40136","181,6655"
278,"H","12,25025","99,40136","181,6655"
279,"H","12,25025","99,40136","181,6655"
280,"H","12,70166","100,9818","181,8808"
281,"H","12,70166","100,9818","181,8808"
282,"H","12,70166","100,9818","181,8808"
283,"H","12,70166","100,9818","181,8808"
284,"H","12,70166","100,9818","181,8808"
285,"H","12,57616","102,9282","181,5947"
286,"H","12,57616","102,9282","181,5947"
287,"H","12,57616","102,9282","181,5947"
288,"H","12,57616","102,9282","181,5947"
289,"H","12,57616","102,9282","181,5947"
290,"H","12,57616","102,9282","181,5947"
291,"H","12,70084","104,5268","181,2143"
292,"H","12,70084","104,5268","181,2143"
293,"H","12,70084","104,5268","181,2143"
294,"H","12,70084","104,5268","181,2143"
295,"H","12,70084","104,5268","181,2143"
296,"H","12,70084","104,5268","181,2143"
297,"H","13,10098","105,2759","181,2709"
298,"H","13,10098","105,2759","181,2709"
299,"H","13,10098","105,2759","181,2709"
300,"H","13,10098","105,2759","181,2709"
301,"H","13,10098","105,2759","181,2709"
302,"H","13,10098","105,2759","181,2709"
303,"H","13,10098","105,2759","181,2709"
304,"H","13,10098","105,2759","181,2709"
305,"H","13,10098","105,2759","181,2709"
306,"H","13,10098","105,2759","181,2709"
307,"H","13,10098","105,2759","181,2709"
308,"H","13,29725","105,0266","181,103"
309,"H","13,29725","105,0266","181,103"
310,"H","13,29725","105,0266","181,103"
311,"H","13,29725","105,0266","181,103"
312,"H","13,29725","105,0266","181,103"
313,"H","13,29725","105,0266","181,103"
314,"H","13,29725","105,0266","181,103"
315,"H","13,29725","105,0266","181,103"
316,"H","13,7108","104,8631","181,0559"
317,"H","13,7108","104,8631","181,0559"
318,"H","13,7108","104,8631","181,0559"
319,"H","18,00467","103,979","181,5645"
320,"H","18,00467","103,979","181,5645"
321,"H","18,00467","103,979","181,5645"
322,"H","18,00467","103,979","181,5645"
323,"H","18,00467","103,979","181,5645"
324,"H","18,00467","103,979","181,5645"
325,"H","18,00467","103,979","181,5645"
326,"H","18,00467","103,979","181,5645"
327,"H","25,89355","100,9052","182,1803"
328,"H","25,89355","100,9052","182,1803"
329,"H","25,89355","100,9052","182,1803"
330,"H","33,52612","94,95213","180,9843"
331,"H","33,52612","94,95213","180,9843"
332,"H","33,52612","94,95213","180,9843"
333,"H","33,52612","94,95213","180,9843"
334,"H","33,52612","94,95213","180,9843"
335,"H","37,94409","87,75238","178,1987"
336,"H","37,94409","87,75238","178,1987"
337,"H","37,94409","87,75238","178,1987"
338,"H","37,94409","87,75238","178,1987"
339,"H","37,94409","87,75238","178,1987"
340,"H","37,94409","87,75238","178,1987"
341,"H","41,52947","81,8585","174,9989"
342,"H","41,52947","81,8585","174,9989"
343,"H","41,52947","81,8585","174,9989"
344,"H","41,52947","81,8585","174,9989"
345,"H","41,52947","81,8585","174,9989"
346,"H","41,52947","81,8585","174,9989"
347,"H","44,22171","78,36865","172,5372"
348,"H","44,22171","78,36865","172,5372"
349,"H","44,22171","78,36865","172,5372"
350,"H","44,22171","78,36865","172,5372"
351,"H","44,22171","78,36865","172,5372"
352,"H","45,60328","76,22567","170,5595"
353,"H","45,60328","76,22567","170,5595"
354,"H","45,60328","76,22567","170,5595"
355,"H","45,60328","76,22567","170,5595"
356,"H","45,60328","76,22567","170,5595"
357,"H","45,60328","76,22567","170,5595"
358,"H","45,5508","75,15639","169,4902"
359,"H","45,5508","75,15639","169,4902"
360,"H","45,5508","75,15639","169,4902"
361,"H","45,5508","75,15639","169,4902"
362,"H","45,5508","75,15639","169,4902"
363,"H","45,41826","74,39709","168,3"
364,"H","45,41826","74,39709","168,3"
365,"H","45,41826","74,39709","168,3"
366,"H","45,41826","74,39709","168,3"
367,"H","45,41826","74,39709","168,3"
368,"H","45,41826","74,39709","168,3"
369,"H","45,41826","74,39709","168,3"
370,"H","45,04829","74,06783","167,787"
371,"H","45,04829","74,06783","167,787"
372,"H","45,04829","74,06783","167,787"
373,"H","45,04829","74,06783","167,787"
374,"H","45,04829","74,06783","167,787"
375,"H","44,40941","74,56887","168,1118"
376,"H","44,40941","74,56887","168,1118"
377,"H","44,40941","74,56887","168,1118"
378,"H","44,40941","74,56887","168,1118"
379,"H","44,40941","74,56887","168,1118"
380,"H","44,61576","75,37726","168,8562"
381,"H","44,61576","75,37726","168,8562"
382,"H","44,61576","75,37726","168,8562"
383,"H","44,61576","75,37726","168,8562"
384,"H","44,61576","75,37726","168,8562"
385,"H","44,61576","75,37726","168,8562"
386,"H","45,69551","76,39426","169,7345"
387,"H","45,69551","76,39426","169,7345"
388,"H","45,69551","76,39426","169,7345"
389,"H","45,69551","76,39426","169,7345"
390,"H","45,69551","76,39426","169,7345"
391,"H","46,762","77,02654","170,1095"
392,"H","46,762","77,02654","170,1095"
393,"H","46,762","77,02654","170,1095"
394,"H","46,762","77,02654","170,1095"
395,"H","46,762","77,02654","170,1095"
396,"H","46,762","77,02654","170,1095"
397,"H","46,994","76,6899","170,0158"
398,"H","46,994","76,6899","170,0158"
399,"H","46,994","76,6899","170,0158"
400,"H","46,994","76,6899","170,0158"
401,"H","46,994","76,6899","170,0158"
402,"H","46,994","76,6899","170,0158"
403,"H","47,22552","76,0114","169,7662"
404,"H","47,22552","76,0114","169,7662"
405,"H","47,22552","76,0114","169,7662"
406,"H","47,22552","76,0114","169,7662"
407,"H","47,22552","76,0114","169,7662"
408,"H","47,34476","75,20583","169,2066"
409,"H","47,34476","75,20583","169,2066"
410,"H","47,34476","75,20583","169,2066"
411,"H","47,34476","75,20583","169,2066"
412,"H","47,34476","75,20583","169,2066"
413,"H","47,34476","75,20583","169,2066"
414,"H","47,3856","74,80515","169,1111"
415,"H","47,3856","74,80515","169,1111"
416,"H","47,3856","74,80515","169,1111"
417,"H","47,3856","74,80515","169,1111"
418,"H","47,3856","74,80515","169,1111"
419,"H","47,19446","74,87289","168,9967"
420,"H","47,19446","74,87289","168,9967"
421,"H","47,19446","74,87289","168,9967"
422,"H","47,19446","74,87289","168,9967"
423,"H","47,19446","74,87289","168,9967"
424,"H","47,19446","74,87289","168,9967"
425,"H","46,1609","75,96035","169,9145"
426,"H","46,1609","75,96035","169,9145"
427,"H","46,1609","75,96035","169,9145"
428,"H","46,1609","75,96035","169,9145"
429,"H","46,1609","75,96035","169,9145"
430,"H","43,29625","79,35567","172,7893"
431,"H","43,29625","79,35567","172,7893"
432,"H","43,29625","79,35567","172,7893"
433,"H","43,29625","79,35567","172,7893"
434,"H","43,29625","79,35567","172,7893"
435,"H","43,29625","79,35567","172,7893"
436,"H","36,42376","88,11917","179,2105"
437,"H","36,42376","88,11917","179,2105"
438,"H","36,42376","88,11917","179,2105"
439,"H","36,42376","88,11917","179,2105"
440,"H","36,42376","88,11917","179,2105"
441,"H","25,29284","101,7314","186,9821"
442,"H","25,29284","101,7314","186,9821"
443,"H","25,29284","101,7314","186,9821"
444,"H","25,29284","101,7314","186,9821"
445,"H","25,29284","101,7314","186,9821"
446,"H","25,29284","101,7314","186,9821"
447,"H","13,13412","120,5498","193,6691"
448,"H","13,13412","120,5498","193,6691"
449,"H","13,13412","120,5498","193,6691"
450,"H","13,13412","120,5498","193,6691"
451,"H","13,13412","120,5498","193,6691"
452,"H","13,13412","120,5498","193,6691"
453,"H","7,218934","142,1527","198,7615"
454,"H","7,218934","142,1527","198,7615"
455,"H","7,218934","142,1527","198,7615"
456,"H","7,218934","142,1527","198,7615"
457,"H","7,218934","142,1527","198,7615"
458,"H","5,959548","156,4467","203,6743"
459,"H","5,959548","156,4467","203,6743"
460,"H","5,959548","156,4467","203,6743"
461,"H","5,959548","156,4467","203,6743"
462,"H","5,959548","156,4467","203,6743"
463,"H","5,959548","156,4467","203,6743"
464,"H","5,259017","157,2674","205,7379"
465,"H","5,259017","157,2674","205,7379"
466,"H","5,259017","157,2674","205,7379"
467,"H","5,259017","157,2674","205,7379"
468,"H","5,259017","157,2674","205,7379"
469,"H","5,259017","157,2674","205,7379"
470,"H","4,979663","156,9521","206,8862"
471,"H","4,979663","156,9521","206,8862"
472,"H","4,979663","156,9521","206,8862"
473,"H","4,979663","156,9521","206,8862"
474,"H","4,979663","156,9521","206,8862"
475,"H","4,564868","157,7115","206,9461"
476,"H","4,564868","157,7115","206,9461"
477,"H","4,564868","157,7115","206,9461"
478,"H","4,564868","157,7115","206,9461"
479,"H","4,564868","157,7115","206,9461"
480,"H","4,564868","157,7115","206,9461"
481,"H","4,343309","157,66","206,3925"
482,"H","4,343309","157,66","206,3925"
483,"H","4,343309","157,66","206,3925"
484,"H","4,343309","157,66","206,3925"
485,"H","4,343309","157,66","206,3925"
486,"H","4,042268","157,2388","205,6135"
487,"H","4,042268","157,2388","205,6135"
488,"H","4,042268","157,2388","205,6135"
489,"H","4,042268","157,2388","205,6135"
490,"H","4,042268","157,2388","205,6135"
491,"H","4,042268","157,2388","205,6135"
492,"H","3,783058","157,0545","205,3176"
493,"H","3,783058","157,0545","205,3176"
494,"H","3,783058","157,0545","205,3176"
495,"H","3,783058","157,0545","205,3176"
496,"H","3,783058","157,0545","205,3176"
497,"H","3,783058","157,0545","205,3176"
498,"H","3,511671","155,817","204,4195"
499,"H","3,511671","155,817","204,4195"
500,"H","3,511671","155,817","204,4195"
501,"H","3,511671","155,817","204,4195"
502,"H","3,511671","155,817","204,4195"
503,"H","4,049614","149,3139","201,9981"
504,"H","4,049614","149,3139","201,9981"
505,"H","4,049614","149,3139","201,9981"
506,"H","4,049614","149,3139","201,9981"
507,"H","4,049614","149,3139","201,9981"
508,"H","4,049614","149,3139","201,9981"
509,"H","5,07656","139,8626","198,1532"
510,"H","5,07656","139,8626","198,1532"
511,"H","5,07656","139,8626","198,1532"
512,"H","5,07656","139,8626","198,1532"
513,"H","5,07656","139,8626","198,1532"
514,"H","6,288872","132,0427","194,0821"
515,"H","6,288872","132,0427","194,0821"
516,"H","6,288872","132,0427","194,0821"
517,"H","6,288872","132,0427","194,0821"
518,"H","6,288872","132,0427","194,0821"
519,"H","6,288872","132,0427","194,0821"
520,"H","7,934973","126,3503","191,0784"
521,"H","7,934973","126,3503","191,0784"
